Budget,DateKey,Date
1504,20190129,2019-01-29 00:00:00
1100,20190129,2019-01-29 00:00:00
2400,20190129,2019-01-29 00:00:00
2610,20190129,2019-01-29 00:00:00
344,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
313,20190129,2019-01-29 00:00:00
156,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
116,20190129,2019-01-29 00:00:00
34,20190129,2019-01-29 00:00:00
28,20190129,2019-01-29 00:00:00
50,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
131,20190129,2019-01-29 00:00:00
203,20190129,2019-01-29 00:00:00
220,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
135,20190129,2019-01-29 00:00:00
787,20190129,2019-01-29 00:00:00
750,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
392,20190129,2019-01-29 00:00:00
113,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
454,20190129,2019-01-29 00:00:00
281,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
29,20190129,2019-01-29 00:00:00
102,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
80,20190129,2019-01-29 00:00:00
92,20190129,2019-01-29 00:00:00
82,20190129,2019-01-29 00:00:00
80,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
360,20190129,2019-01-29 00:00:00
179,20190129,2019-01-29 00:00:00
276,20190129,2019-01-29 00:00:00
-221,20190129,2019-01-29 00:00:00
368,20190129,2019-01-29 00:00:00
6860,20190129,2019-01-29 00:00:00
8,20190129,2019-01-29 00:00:00
177,20190129,2019-01-29 00:00:00
45000,20190129,2019-01-29 00:00:00
156600,20190129,2019-01-29 00:00:00
130511,20190129,2019-01-29 00:00:00
149103,20190129,2019-01-29 00:00:00
169957,20190129,2019-01-29 00:00:00
5122,20190129,2019-01-29 00:00:00
3399,20190129,2019-01-29 00:00:00
23454,20190129,2019-01-29 00:00:00
17675,20190129,2019-01-29 00:00:00
33651,20190129,2019-01-29 00:00:00
13720,20190129,2019-01-29 00:00:00
43720,20190129,2019-01-29 00:00:00
15092,20190129,2019-01-29 00:00:00
55695,20190129,2019-01-29 00:00:00
11770,20190129,2019-01-29 00:00:00
4811,20190129,2019-01-29 00:00:00
24641,20190129,2019-01-29 00:00:00
23511,20190129,2019-01-29 00:00:00
209682,20190129,2019-01-29 00:00:00
49290,20190129,2019-01-29 00:00:00
34311,20190129,2019-01-29 00:00:00
27705,20190129,2019-01-29 00:00:00
11302,20190129,2019-01-29 00:00:00
119746,20190129,2019-01-29 00:00:00
99993,20190129,2019-01-29 00:00:00
35743,20190129,2019-01-29 00:00:00
56107,20190129,2019-01-29 00:00:00
34311,20190129,2019-01-29 00:00:00
-89958,20190129,2019-01-29 00:00:00
-17111,20190129,2019-01-29 00:00:00
4000,20190129,2019-01-29 00:00:00
5000,20190129,2019-01-29 00:00:00
480,20190129,2019-01-29 00:00:00
360,20190129,2019-01-29 00:00:00
320,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
72,20190129,2019-01-29 00:00:00
66,20190129,2019-01-29 00:00:00
80,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
33,20190129,2019-01-29 00:00:00
25,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
7,20190129,2019-01-29 00:00:00
9,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
80,20190129,2019-01-29 00:00:00
46,20190129,2019-01-29 00:00:00
107,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
52,20190129,2019-01-29 00:00:00
93,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
29,20190129,2019-01-29 00:00:00
99,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
61,20190129,2019-01-29 00:00:00
6,20190129,2019-01-29 00:00:00
10,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
21,20190129,2019-01-29 00:00:00
18,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
20,20190129,2019-01-29 00:00:00
17,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
34,20190129,2019-01-29 00:00:00
52,20190129,2019-01-29 00:00:00
-42,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
36,20190129,2019-01-29 00:00:00
2,20190129,2019-01-29 00:00:00
20246,20190129,2019-01-29 00:00:00
44440,20190129,2019-01-29 00:00:00
40900,20190129,2019-01-29 00:00:00
4000,20190129,2019-01-29 00:00:00
4444,20190129,2019-01-29 00:00:00
4444,20190129,2019-01-29 00:00:00
3600,20190129,2019-01-29 00:00:00
850,20190129,2019-01-29 00:00:00
968,20190129,2019-01-29 00:00:00
880,20190129,2019-01-29 00:00:00
750,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
429,20190129,2019-01-29 00:00:00
330,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
97,20190129,2019-01-29 00:00:00
99,20190129,2019-01-29 00:00:00
110,20190129,2019-01-29 00:00:00
500,20190129,2019-01-29 00:00:00
572,20190129,2019-01-29 00:00:00
285,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
599,20190129,2019-01-29 00:00:00
1079,20190129,2019-01-29 00:00:00
950,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
277,20190129,2019-01-29 00:00:00
1051,20190129,2019-01-29 00:00:00
1000,20190129,2019-01-29 00:00:00
650,20190129,2019-01-29 00:00:00
650,20190129,2019-01-29 00:00:00
62,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
217,20190129,2019-01-29 00:00:00
180,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
174,20190129,2019-01-29 00:00:00
990,20190129,2019-01-29 00:00:00
850,20190129,2019-01-29 00:00:00
176,20190129,2019-01-29 00:00:00
270,20190129,2019-01-29 00:00:00
-216,20190129,2019-01-29 00:00:00
360,20190129,2019-01-29 00:00:00
96,20190129,2019-01-29 00:00:00
11,20190129,2019-01-29 00:00:00
88280,20190129,2019-01-29 00:00:00
15733,20190129,2019-01-29 00:00:00
22000,20190129,2019-01-29 00:00:00
7900,20190129,2019-01-29 00:00:00
7866,20190129,2019-01-29 00:00:00
87872,20190129,2019-01-29 00:00:00
79100,20190129,2019-01-29 00:00:00
6900,20190129,2019-01-29 00:00:00
6555,20190129,2019-01-29 00:00:00
21840,20190129,2019-01-29 00:00:00
22700,20190129,2019-01-29 00:00:00
2000,20190129,2019-01-29 00:00:00
1965,20190129,2019-01-29 00:00:00
2184,20190129,2019-01-29 00:00:00
1600,20190129,2019-01-29 00:00:00
6200,20190129,2019-01-29 00:00:00
10488,20190129,2019-01-29 00:00:00
540,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
491,20190129,2019-01-29 00:00:00
240,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
180,20190129,2019-01-29 00:00:00
54,20190129,2019-01-29 00:00:00
48,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
524,20190129,2019-01-29 00:00:00
312,20190129,2019-01-29 00:00:00
300,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
271,20190129,2019-01-29 00:00:00
2637,20190129,2019-01-29 00:00:00
1500,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
594,20190129,2019-01-29 00:00:00
177,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
650,20190129,2019-01-29 00:00:00
680,20190129,2019-01-29 00:00:00
421,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
50,20190129,2019-01-29 00:00:00
44,20190129,2019-01-29 00:00:00
154,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
139,20190129,2019-01-29 00:00:00
123,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
540,20190129,2019-01-29 00:00:00
136,20190129,2019-01-29 00:00:00
208,20190129,2019-01-29 00:00:00
-166,20190129,2019-01-29 00:00:00
278,20190129,2019-01-29 00:00:00
7818,20190129,2019-01-29 00:00:00
6,20190129,2019-01-29 00:00:00
268,20190129,2019-01-29 00:00:00
63000,20190129,2019-01-29 00:00:00
262220,20190129,2019-01-29 00:00:00
288400,20190129,2019-01-29 00:00:00
329778,20190129,2019-01-29 00:00:00
293147,20190129,2019-01-29 00:00:00
9090,20190129,2019-01-29 00:00:00
5862,20190129,2019-01-29 00:00:00
43972,20190129,2019-01-29 00:00:00
28435,20190129,2019-01-29 00:00:00
56870,20190129,2019-01-29 00:00:00
10976,20190129,2019-01-29 00:00:00
34976,20190129,2019-01-29 00:00:00
10866,20190129,2019-01-29 00:00:00
50147,20190129,2019-01-29 00:00:00
9321,20190129,2019-01-29 00:00:00
3888,20190129,2019-01-29 00:00:00
20907,20190129,2019-01-29 00:00:00
18983,20190129,2019-01-29 00:00:00
140292,20190129,2019-01-29 00:00:00
46269,20190129,2019-01-29 00:00:00
24145,20190129,2019-01-29 00:00:00
20885,20190129,2019-01-29 00:00:00
19083,20190129,2019-01-29 00:00:00
89871,20190129,2019-01-29 00:00:00
84439,20190129,2019-01-29 00:00:00
27785,20190129,2019-01-29 00:00:00
40751,20190129,2019-01-29 00:00:00
27703,20190129,2019-01-29 00:00:00
405462,20190129,2019-01-29 00:00:00
33431,20190129,2019-01-29 00:00:00
17416,20190129,2019-01-29 00:00:00
37080,20190129,2019-01-29 00:00:00
31600,20190129,2019-01-29 00:00:00
2700,20190129,2019-01-29 00:00:00
2966,20190129,2019-01-29 00:00:00
2595,20190129,2019-01-29 00:00:00
1900,20190129,2019-01-29 00:00:00
480,20190129,2019-01-29 00:00:00
540,20190129,2019-01-29 00:00:00
491,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
252,20190129,2019-01-29 00:00:00
189,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
54,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
300,20190129,2019-01-29 00:00:00
362,20190129,2019-01-29 00:00:00
208,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
441,20190129,2019-01-29 00:00:00
793,20190129,2019-01-29 00:00:00
650,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
255,20190129,2019-01-29 00:00:00
1039,20190129,2019-01-29 00:00:00
850,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
643,20190129,2019-01-29 00:00:00
68,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
238,20190129,2019-01-29 00:00:00
216,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
190,20190129,2019-01-29 00:00:00
810,20190129,2019-01-29 00:00:00
750,20190129,2019-01-29 00:00:00
211,20190129,2019-01-29 00:00:00
324,20190129,2019-01-29 00:00:00
-259,20190129,2019-01-29 00:00:00
432,20190129,2019-01-29 00:00:00
285,20190129,2019-01-29 00:00:00
9,20190129,2019-01-29 00:00:00
109465,20190129,2019-01-29 00:00:00
25756,20190129,2019-01-29 00:00:00
29600,20190129,2019-01-29 00:00:00
15300,20190129,2019-01-29 00:00:00
16097,20190129,2019-01-29 00:00:00
707,20190129,2019-01-29 00:00:00
800,20190129,2019-01-29 00:00:00
70700,20190129,2019-01-29 00:00:00
82201,20190129,2019-01-29 00:00:00
8048,20190129,2019-01-29 00:00:00
12900,20190129,2019-01-29 00:00:00
24960,20190129,2019-01-29 00:00:00
26400,20190129,2019-01-29 00:00:00
2600,20190129,2019-01-29 00:00:00
1996,20190129,2019-01-29 00:00:00
1497,20190129,2019-01-29 00:00:00
1800,20190129,2019-01-29 00:00:00
8700,20190129,2019-01-29 00:00:00
16097,20190129,2019-01-29 00:00:00
306,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
278,20190129,2019-01-29 00:00:00
144,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
108,20190129,2019-01-29 00:00:00
31,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
321,20190129,2019-01-29 00:00:00
218,20190129,2019-01-29 00:00:00
300,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
175,20190129,2019-01-29 00:00:00
2703,20190129,2019-01-29 00:00:00
1700,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
507,20190129,2019-01-29 00:00:00
162,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
650,20190129,2019-01-29 00:00:00
617,20190129,2019-01-29 00:00:00
382,20190129,2019-01-29 00:00:00
480,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
38,20190129,2019-01-29 00:00:00
132,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
114,20190129,2019-01-29 00:00:00
105,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
540,20190129,2019-01-29 00:00:00
111,20190129,2019-01-29 00:00:00
171,20190129,2019-01-29 00:00:00
-137,20190129,2019-01-29 00:00:00
228,20190129,2019-01-29 00:00:00
29118,20190129,2019-01-29 00:00:00
6,20190129,2019-01-29 00:00:00
337,20190129,2019-01-29 00:00:00
38500,20190129,2019-01-29 00:00:00
305900,20190129,2019-01-29 00:00:00
321957,20190129,2019-01-29 00:00:00
508096,20190129,2019-01-29 00:00:00
316340,20190129,2019-01-29 00:00:00
10302,20190129,2019-01-29 00:00:00
6326,20190129,2019-01-29 00:00:00
52196,20190129,2019-01-29 00:00:00
33532,20190129,2019-01-29 00:00:00
68962,20190129,2019-01-29 00:00:00
8232,20190129,2019-01-29 00:00:00
26232,20190129,2019-01-29 00:00:00
7491,20190129,2019-01-29 00:00:00
38564,20190129,2019-01-29 00:00:00
7062,20190129,2019-01-29 00:00:00
2886,20190129,2019-01-29 00:00:00
15680,20190129,2019-01-29 00:00:00
12800,20190129,2019-01-29 00:00:00
112080,20190129,2019-01-29 00:00:00
34458,20190129,2019-01-29 00:00:00
17346,20190129,2019-01-29 00:00:00
16943,20190129,2019-01-29 00:00:00
22143,20190129,2019-01-29 00:00:00
72588,20190129,2019-01-29 00:00:00
63996,20190129,2019-01-29 00:00:00
18411,20190129,2019-01-29 00:00:00
39327,20190129,2019-01-29 00:00:00
18680,20190129,2019-01-29 00:00:00
710156,20190129,2019-01-29 00:00:00
58723,20190129,2019-01-29 00:00:00
13715,20190129,2019-01-29 00:00:00
19968,20190129,2019-01-29 00:00:00
19800,20190129,2019-01-29 00:00:00
1800,20190129,2019-01-29 00:00:00
2196,20190129,2019-01-29 00:00:00
1198,20190129,2019-01-29 00:00:00
1200,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
286,20190129,2019-01-29 00:00:00
260,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
135,20190129,2019-01-29 00:00:00
99,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
29,20190129,2019-01-29 00:00:00
47,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
220,20190129,2019-01-29 00:00:00
196,20190129,2019-01-29 00:00:00
125,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
250,20190129,2019-01-29 00:00:00
449,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
136,20190129,2019-01-29 00:00:00
519,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
321,20190129,2019-01-29 00:00:00
32,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
111,20190129,2019-01-29 00:00:00
94,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
88,20190129,2019-01-29 00:00:00
468,20190129,2019-01-29 00:00:00
480,20190129,2019-01-29 00:00:00
142,20190129,2019-01-29 00:00:00
218,20190129,2019-01-29 00:00:00
-174,20190129,2019-01-29 00:00:00
291,20190129,2019-01-29 00:00:00
73,20190129,2019-01-29 00:00:00
8,20190129,2019-01-29 00:00:00
114378,20190129,2019-01-29 00:00:00
7410,20190129,2019-01-29 00:00:00
6600,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
815,20190129,2019-01-29 00:00:00
371,20190129,2019-01-29 00:00:00
480,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
88,20190129,2019-01-29 00:00:00
79,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
43,20190129,2019-01-29 00:00:00
31,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
9,20190129,2019-01-29 00:00:00
14,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
66,20190129,2019-01-29 00:00:00
96,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
161,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
50,20190129,2019-01-29 00:00:00
65,20190129,2019-01-29 00:00:00
219,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
135,20190129,2019-01-29 00:00:00
14,20190129,2019-01-29 00:00:00
10,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
49,20190129,2019-01-29 00:00:00
44,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
39,20190129,2019-01-29 00:00:00
176,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
66,20190129,2019-01-29 00:00:00
101,20190129,2019-01-29 00:00:00
-81,20190129,2019-01-29 00:00:00
135,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
3,20190129,2019-01-29 00:00:00
444008,20190129,2019-01-29 00:00:00
555521,20190129,2019-01-29 00:00:00
24336,20190129,2019-01-29 00:00:00
23000,20190129,2019-01-29 00:00:00
2300,20190129,2019-01-29 00:00:00
2434,20190129,2019-01-29 00:00:00
1217,20190129,2019-01-29 00:00:00
1700,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
234,20190129,2019-01-29 00:00:00
213,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
117,20190129,2019-01-29 00:00:00
88,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
23,20190129,2019-01-29 00:00:00
59,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
300,20190129,2019-01-29 00:00:00
190,20190129,2019-01-29 00:00:00
104,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
263,20190129,2019-01-29 00:00:00
474,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
164,20190129,2019-01-29 00:00:00
663,20190129,2019-01-29 00:00:00
550,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
410,20190129,2019-01-29 00:00:00
43,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
150,20190129,2019-01-29 00:00:00
135,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
120,20190129,2019-01-29 00:00:00
527,20190129,2019-01-29 00:00:00
480,20190129,2019-01-29 00:00:00
203,20190129,2019-01-29 00:00:00
313,20190129,2019-01-29 00:00:00
-250,20190129,2019-01-29 00:00:00
417,20190129,2019-01-29 00:00:00
93,20190129,2019-01-29 00:00:00
9,20190129,2019-01-29 00:00:00
18564,20190129,2019-01-29 00:00:00
17200,20190129,2019-01-29 00:00:00
1500,20190129,2019-01-29 00:00:00
1671,20190129,2019-01-29 00:00:00
1856,20190129,2019-01-29 00:00:00
1400,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
410,20190129,2019-01-29 00:00:00
372,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
182,20190129,2019-01-29 00:00:00
137,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
41,20190129,2019-01-29 00:00:00
32,20190129,2019-01-29 00:00:00
50,20190129,2019-01-29 00:00:00
220,20190129,2019-01-29 00:00:00
237,20190129,2019-01-29 00:00:00
179,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
250,20190129,2019-01-29 00:00:00
450,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
120,20190129,2019-01-29 00:00:00
458,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
283,20190129,2019-01-29 00:00:00
28,20190129,2019-01-29 00:00:00
30,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
98,20190129,2019-01-29 00:00:00
83,20190129,2019-01-29 00:00:00
90,20190129,2019-01-29 00:00:00
80,20190129,2019-01-29 00:00:00
79,20190129,2019-01-29 00:00:00
410,20190129,2019-01-29 00:00:00
380,20190129,2019-01-29 00:00:00
125,20190129,2019-01-29 00:00:00
193,20190129,2019-01-29 00:00:00
-154,20190129,2019-01-29 00:00:00
257,20190129,2019-01-29 00:00:00
64,20190129,2019-01-29 00:00:00
7,20190129,2019-01-29 00:00:00
7878,20190129,2019-01-29 00:00:00
9700,20190129,2019-01-29 00:00:00
850,20190129,2019-01-29 00:00:00
630,20190129,2019-01-29 00:00:00
630,20190129,2019-01-29 00:00:00
750,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
131,20190129,2019-01-29 00:00:00
118,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
45,20190129,2019-01-29 00:00:00
60,20190129,2019-01-29 00:00:00
13,20190129,2019-01-29 00:00:00
14,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
120,20190129,2019-01-29 00:00:00
83,20190129,2019-01-29 00:00:00
131,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
100,20190129,2019-01-29 00:00:00
98,20190129,2019-01-29 00:00:00
177,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
70,20190129,2019-01-29 00:00:00
58,20190129,2019-01-29 00:00:00
202,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
125,20190129,2019-01-29 00:00:00
12,20190129,2019-01-29 00:00:00
20,20190129,2019-01-29 00:00:00
50,20190129,2019-01-29 00:00:00
44,20190129,2019-01-29 00:00:00
38,20190129,2019-01-29 00:00:00
50,20190129,2019-01-29 00:00:00
40,20190129,2019-01-29 00:00:00
35,20190129,2019-01-29 00:00:00
176,20190129,2019-01-29 00:00:00
200,20190129,2019-01-29 00:00:00
57,20190129,2019-01-29 00:00:00
88,20190129,2019-01-29 00:00:00
-70,20190129,2019-01-29 00:00:00
117,20190129,2019-01-29 00:00:00
28,20190129,2019-01-29 00:00:00
3,20190129,2019-01-29 00:00:00
7300,20190129,2019-01-29 00:00:00
8800,20190129,2019-01-29 00:00:00
10200,20190129,2019-01-29 00:00:00
7300,20190129,2019-01-29 00:00:00
1219,20190129,2019-01-29 00:00:00
1200,20190129,2019-01-29 00:00:00
82800,20190129,2019-01-29 00:00:00
92016,20190129,2019-01-29 00:00:00
9125,20190129,2019-01-29 00:00:00
9600,20190129,2019-01-29 00:00:00
16692,20190129,2019-01-29 00:00:00
18000,20190129,2019-01-29 00:00:00
1500,20190129,2019-01-29 00:00:00
1335,20190129,2019-01-29 00:00:00
1335,20190129,2019-01-29 00:00:00
1400,20190129,2019-01-29 00:00:00
6900,20190129,2019-01-29 00:00:00
11863,20190129,2019-01-29 00:00:00
273,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
280,20190129,2019-01-29 00:00:00
